abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Charles S Henry', 'Orawon Chailapakul', 'Tirayut Vilaivan', 'Adisorn Tuantranont', 'Weena Siangproh', 'Prinjaporn Teengam']",10.1021/acs.analchem.7b00255,,5,2017,"Multiplex Paper-Based Colorimetric DNA Sensor Using Pyrrolidinyl Peptide Nucleic Acid-Induced AgNPs Aggregation for Detecting MERS-CoV, MTB, and HPV Oligonucleotides",,,,Medicinal Chemistry and Pharmaceutics
,"['Minhee Kang', 'Kyu-Sung Lee', 'Doo-Ryeon Chung', 'Jin Hwa Kim', 'Joonki Hwang', 'Minseon Park', 'Hanbi Kim']",10.1021/acssensors.9b00175,,5,2019,Development of Label-Free Colorimetric Assay for MERS-CoV Using Gold Nanoparticles,,,,Medicinal Chemistry and Pharmaceutics
,"['Krzysztof Pyrc', 'Zenon Rajfur', 'Slawomir Zeglen', 'Marek Ochman', 'Aleksandra Milewska', 'Krzysztof Jasik', 'Artur Szczepanski', 'Paulina Nowak', 'Agnieszka Dabrowska', 'Antonina Naskalska']",10.1371/journal.pone.0203489,,9,2018,Novel coronavirus-like particles targeting cells lining the respiratory tract,,,,Medicinal Chemistry and Pharmaceutics
,"['Matthew B Frieman', 'David C Flyer', 'Gale E Smith', 'Gregory M Glenn', 'Ye V Liu', 'Thiagarajan Venkataraman', 'Christopher M Coleman']",10.1016/j.vaccine.2017.02.012,,3,2017,MERS-CoV spike nanoparticles protect mice from MERS-CoV infection,,,,Medicinal Chemistry and Pharmaceutics
,"['Jae-Hwan Nam', 'Sang-Myeong Lee', 'Hun Kim', 'Hye-Lim Park', 'TaeWoo Kwon', 'Hak Kim', 'Hong-Lim Kim', 'Dong-Won Seo', 'Eun-Young Lee', 'Kyung Won Kang', 'Seo-Yeon Jung']",10.1016/j.vaccine.2018.04.082,,6,2018,Heterologous prime-boost vaccination with adenoviral vector and protein nanoparticles induces both Th1 and Th2 responses against Middle East respiratory syndrome coronavirus,,,,Medicinal Chemistry and Pharmaceutics
,"['Mazhar I Khan', 'Peter Burkhard', 'Antonio Garmendia', 'Theodore Girshick', 'Neha Mishra', 'Christopher P Karch', 'Zeinab H Helal', 'Jianping Li']",10.1371/journal.pone.0203771,,9,2018,A self-adjuvanted nanoparticle based vaccine against infectious bronchitis virus,,,,Medicinal Chemistry and Pharmaceutics
,"['Kara L Spiller', 'Kwangmeyung Kim', 'Yury Gogotsi', 'Ick Chan Kwon', 'Young Ji Ko', 'Sangmin Jeon', 'Min Ju Kim', 'Amanda Pentecost']",10.1093/rb/rbz012,,6,2019,Immunomodulatory nanodiamond aggregate-based platform for the treatment of rheumatoid arthritis,,,,Medicinal Chemistry and Pharmaceutics
,"['Antonin de Fougerolles', 'Laurent Detalle', 'Tim De Smedt', 'Veronique De Brabandere', 'Koen Allosery', 'Gino Van Heeke']",10.1016/j.pharmthera.2016.06.012,,1,2017,Nanobodies® as inhaled biotherapeutics for lung diseases,,,,Medicinal Chemistry and Pharmaceutics
,"['Anne McPherson', 'Lucas Wilken']",10.1080/08830185.2017.1397657,,1,2018,Application of camelid heavy-chain variable domains (VHHs) in prevention and treatment of bacterial and viral infections,,,,Medicinal Chemistry and Pharmaceutics
,"['Yusen Zhou', 'Lanying Du', 'Fang Li', 'Shibo Jiang', 'Enqi Du', 'Ruiwen Fan', 'Kaiyuan Ji', 'Jian Shang', 'Yufei Wang', 'Yan Guo', 'Yuehong Chen', 'Jiangfan Li', 'Jiawei Chen', 'Wanbo Tai', 'Hongjie Qiu', 'Shihui Sun', 'Lei He', 'Guangyu Zhao']", 10.1128/JVI.00837-18,,8,2018,A novel nanobody targeting Middle East respiratory syndrome coronavirus (MERS-CoV) receptor-binding domain has potent cross-neutralizing activity and protective efficacy against MERS-CoV,,,,Medicinal Chemistry and Pharmaceutics
,"['Bart L Haagmans', 'Luis Enjuanes', 'Berend Jan Bosch', 'Albert D M E Osterhaus', 'Joaquim Segalés', 'Marion P Koopmans', 'Albert Bensaid', 'Isabel Sola', 'Raul Fernandez-Delgado', 'Ivy Widjaja', 'Mart M Lamers', 'W Widagdo', 'Brenda van Dieren', 'Dubravka Drabek', 'Javier Gutierrez-Alvarez', 'Nisreen M A Okba', 'V Stalin Raj']",10.1126/sciadv.aas9667,,8,2018,Chimeric camel/human heavy-chain antibodies protect against MERS-CoV infection,,,,Medicinal Chemistry and Pharmaceutics
,"['Guangyu Zhao', 'Lanying Du', 'Yusen Zhou', 'Shihui Sun', 'Junfeng Li', 'Yaning Gao', 'Yuehong Chen', 'Jiangfan Li', 'Wanbo Tai', 'Lei He']",10.3390/v11020166,,2,2019,Enhanced Ability of Oligomeric Nanobodies Targeting MERS Coronavirus Receptor-Binding Domain,,,,Medicinal Chemistry and Pharmaceutics
,"['Baik L Seong', 'Jun Chang', 'Nam-Hyuk Cho', 'Yeon-Sook Kim', 'Chan Park', 'Ji Eun Yu', 'Jinhee Lee', 'Jemin Sung', 'Young Ho Byun', 'Jieun Kim ', 'Paul Kim', 'Myung Hee Kim', 'Soon Bin Kwon', 'Jihoon Kim', 'Ahyun Son', 'Young-Seok Kim']",10.3389/fimmu.2018.01093,,5,2018,Chaperna-mediated assembly of ferritin-based Middle East respiratory syndrome-coronavirus nanoparticles,,,,Medicinal Chemistry and Pharmaceutics
,"['Hui-Wen Chen', 'Tsutomu Hohdatsu', 'Tomomi Takano', 'Ling-Ling Chueh', 'Hsiao-Han Tsai', 'Wen-Lin Wang', 'You-Ting Chen', 'Zih-Syun Fang', 'Wei-Shan Chang', 'Che-Ming Jack Hu']",10.1038/s41598-017-13316-0,,10,2017,Nanoparticulate vacuolar ATPase blocker exhibits potent host-targeted antiviral activity against feline coronavirus,,,,Medicinal Chemistry and Pharmaceutics
,"['Suresh Neethirajan', 'Éva Nagy', 'Syed Rahin Ahmed']",10.1039/C7RA07175B,,8,2017,Self-assembled star-shaped chiroplasmonic gold nanoparticles for an ultrasensitive chiro-immunosensor for viruses,,,,Medicinal Chemistry and Pharmaceutics
,"['Ennio Tasciotti', 'Bincy P. Abraham', 'Francesco Salvatore', 'Marco Agostini', 'David C. Zawieja', 'Xin Wang', 'Christian Boada', 'Enrica De Rosa', 'Kelly A. Hartman', 'Naama E. Toledano Furman', 'Roberto Molinaro', 'Walter E. Cromer', 'Claudia Corbo']",10.1039/c7nr04734g,,,2017,Engineered biomimetic nanovesicles show intrinsic anti-inflammatory properties for the treatment of inflammatory bowel diseases,Nanoscale,,,Medicinal Chemistry and Pharmaceutics
,"['Min Yang', 'Xinxin Li', 'Jie Sheng', 'Fang Wang', 'Yuping Xu', 'Donghui Pan', 'Lizhen Wang', 'Junjie Yan', 'Xinyu Wang']",10.7150/thno.47601,,8,2020,Oral delivery of anti-TNF antibody shielded by natural polyphenol-mediated supramolecular assembly for inflammatory bowel disease therapy,Theranostics,,,Medicinal Chemistry and Pharmaceutics
,"['Huang-Ge Zhang', 'Jill Suttles', 'Donald Miller', 'Jun Yan', 'Lifeng Zhang', 'Abhilash Samykutty', 'Michael Tseng', 'Xiaoying Zhuang', 'Jingyao Mu', 'Yun Teng', 'Yuan Rong', 'Zhongbin Deng']",10.1016/j.ymthe.2017.01.025,,7,2017,Broccoli-Derived Nanoparticle Inhibits Mouse Colitis by Activating Dendritic Cell AMP-Activated Protein Kinase,Molecular Therapy,,,Medicinal Chemistry and Pharmaceutics
,"['Chen-Guang Liu', 'Guotao Li', 'Zhe Chi', 'Muhammad Arif', 'Qijuan Sun']",10.1016/j.ijbiomac.2020.12.094,,2,2021,Macrophages-targeting mannosylated nanoparticles based on inulin for the treatment of inflammatory bowel disease (IBD),International Journal of Biological Macromolecules,,,Medicinal Chemistry and Pharmaceutics
,"['Didier Merlin', 'Shanthi Srinivasan', 'Changlong Xu', 'Bo Xiao', 'Moon Kwon Han', 'Zhan Zhang', 'Lixin Wang', 'Yunchen Zhang', 'Meena Prasad', 'Emilie Viennois', 'Mingzhen Zhang']",10.1016/j.biomaterials.2016.06.018,,9,2016,Edible ginger-derived nanoparticles: A novel therapeutic approach for the prevention and treatment of inflammatory bowel disease and colitis-associated cancer,Biomaterials,,,Medicinal Chemistry and Pharmaceutics
,"['Bo Xiao', 'Heliang Song', 'Menghang Zu', 'Lijun Ma', 'Ya Ma', 'Xueqing Zhang']",10.1016/j.carbpol.2019.115126,https://doi.org/10.1016/j.carbpol.2019.115126,7,2019,Oral administration of chondroitin sulfate-functionalized nanoparticles for T colonic macrophage-targeted drug delivery,Carbohydrate Polymers,,,Medicinal Chemistry and Pharmaceutics
,"['Huang-Ge Zhang', 'Donald Miller', 'Jun Yan', 'Gerald Dryden', 'Lifeng Zhang', 'Haixun Guo', 'Xiaoyu Xiang', 'Qilong Wang', 'Jingyao Mu', 'Hong Jiang', 'Zhong-Bin Deng', 'Xiaoying Zhuang', 'Baomei Wang']",10.1038/mt.2013.190,,3,2014,Targeted Drug Delivery to Intestinal Macrophages by Bioactive Nanovesicles Released from Grapefruit,Molecular Therapy,,,Medicinal Chemistry and Pharmaceutics
,"['Heliang Song', 'Menghang Zu', 'Lijun Ma', 'Ya Ma', 'Xueqing Zhang']",10.1016/j.carbpol.2019.115126,,7,2019,Oral administration of chondroitin sulfate-functionalized nanoparticles for colonic macrophage-targeted drug delivery,,,,Medicinal Chemistry and Pharmaceutics
,"['Justin Hanes', 'Richard Cone', 'Mihika Reddy', 'Laura Ensign', 'Katharina Maisel']",10.1016/j.jconrel.2014.10.026,,1,2015,Effect of surface chemistry on nanoparticle interaction with gastrointestinal mucus and distribution in the gastrointestinal tract following oral and rectal administration in the mouse,Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['Jun Wang', 'Youyong Yuan', 'Hongjun Li', 'Jilong Wang', 'Xiaojiao Du', 'Shoaib Iqbal']",10.1007/s12274-017-1918-3,,5,2018,Surface charge tunable nanoparticles for TNF-α siRNA oral delivery for treating ulcerative colitis,Nano Research,,,Medicinal Chemistry and Pharmaceutics
,"['Alf Lamprecht', 'Yann Pellequer', 'Arnaud Béduneau', 'Brice Moulari', 'Philip Wachsmann']",10.1016/j.jconrel.2013.07.031,,11,2013,Surfactant-dependence of nanoparticle treatment in murine experimental colitis,Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['Jun-Jie Yin', 'Mingyong Zeng', 'Haohao Wu', 'Shiyuan Dong', 'Yu Miao', 'Guangxin Feng', 'Mary D. Boudreau', 'Xiumei Jiang', 'Suqin Zhu']",10.1186/s12951-018-0415-5,,11,2018,Orally administered gold nanoparticles protect against colitis by attenuating Toll-like receptor 4- and reactive oxygen/nitrogen species-mediated inflammatory responses but could induce gut dysbiosis in mice,Journal of Nanobiotechnology,,,Medicinal Chemistry and Pharmaceutics
,"['Jakub Fichna', 'Marcin Banach', 'Maciej Sałaga', 'Olga Długosz', 'Julia B. Krajewska']",10.1016/j.ijpharm.2020.119549,,7,2020,Silver nanoparticles based on blackcurrant extract show potent anti-inflammatory effect in vitro and in DSS-induced colitis in mice,International Journal of Pharmaceutics,,,Medicinal Chemistry and Pharmaceutics
,"['Bo Xiao', 'Xiaomeng Li', 'Xianfeng Wang', 'Yao Liu', 'Xin Zhou']",10.1016/j.colsurfb.2020.110880,,3,2020,Effect of particle size on the cellular uptake and anti-inflammatory activity of oral nanotherapeutics,Colloids and Surfaces B: Biointerfaces,,,Medicinal Chemistry and Pharmaceutics
,"['Laura M. Ensign', 'Justin Hanes', 'Sanjeev Gumber', 'Xinglu Huang', 'Helen Wiegand', 'Olivia Musmanno', 'Kalpana Betageri', 'Hannah Zierden', 'Janani Narayan', 'Peter Dimitrion', 'Pranjali Kanvinde', 'Jairo Ortiz', 'Taarika Babu', 'Gilad Halpert', 'Abhijit A. Date']",10.1016/j.biomaterials.2018.09.005,,12,2018,Mucus-penetrating budesonide nanosuspension enema for local treatment of inflammatory bowel disease,Biomaterials,,,Medicinal Chemistry and Pharmaceutics
,"['Bo Xiao', 'Jianglin Wang', 'Yuejun Kang', 'Zhigang Xu', 'Meili Hou', 'Lijun Ma', 'Qiubing Chen', 'Xiaoying Si', 'Panpan Ma']",10.2174/1568009618666181016152042,,3,2019,Oral Drug Delivery Systems for Ulcerative Colitis Therapy: A Comparative Study with Microparticles and Nanoparticles,Current Cancer Drug Targets,,,Medicinal Chemistry and Pharmaceutics
,"['Claus‐Michael Lehr', 'Ulrich Schäfer', 'Alf Lamprecht']",10.1023/a:1011032328064,https://link.springer.com/article/10.1023%2FA%3A1011032328064,6,2001,Size-Dependent Bioadhesion of Micro- and Nanoparticulate Carriers to the Inflamed Colonic Mucosa,Pharmaceutical Research,,,Medicinal Chemistry and Pharmaceutics
,"['Mónica Pickholz', 'M. Martini', 'Gerardo Fidelio', 'Ernesto Ambroggio', 'Galo Balatti']",10.3390/molecules22101775,https://www.mdpi.com/1420-3049/22/10/1775,10,2017,Differential Interaction of Antimicrobial Peptides with Lipid Structures Studied by Coarse-Grained Molecular Dynamics Simulations,"['Molecules', 'Molecules']",,,Medicinal Chemistry and Pharmaceutics
,"['Mónica Pickholz', 'M. Martini', 'Gerardo Fidelio', 'Ernesto Ambroggio', 'Galo Balatti']",10.3390/molecules22101775,https://www.mdpi.com/1420-3049/22/10/1775,10,2017,Differential Interaction of Antimicrobial Peptides with Lipid Structures Studied by Coarse-Grained Molecular Dynamics Simulations,"['Molecules', 'Molecules']",,,Medicinal Chemistry and Pharmaceutics
,"['Majid Khan', 'Emmanuel O. Yeye', 'Mubo A. Sonibare', 'Idayat A. Akinwumi']",https://doi.org/10.1016/j.steroids.2020.108636 ,www.elsevier.com/locate/steroids,3,2020,Bioassay-guided isolation and identification of anti-ulcer ecdysteroids from the seeds of Sphenocentrum jollyanum Pierre (Menispermaceae),"['Steroids', 'Steroids', 'Steroids']",,,Medicinal Chemistry and Pharmaceutics
,"['Samir A Ross', 'Jones O. Moody', 'Micheal A. Odeniyi', 'Emmanuel E. Nyong', 'Radhakrishnan Srivedavyasasri', 'Temitayo O. Ajayi']",,www.elsevier.com/locate/steroids,7,2019,Two New Phytoecdysteroids From Sphenocentrum jollyanum Pierre Root,"['Steroids', 'Steroids', 'Steroids']",,,Medicinal Chemistry and Pharmaceutics
,"['Majid Khan', 'Emmanuel O. Yeye', 'Mubo A. Sonibare', 'Idayat A. Akinwumi']",https://doi.org/10.1016/j.steroids.2020.108636 ,www.elsevier.com/locate/steroids,3,2020,Bioassay-guided isolation and identification of anti-ulcer ecdysteroids from the seeds of Sphenocentrum jollyanum Pierre (Menispermaceae),"['Steroids', 'Steroids', 'Steroids']",,,Medicinal Chemistry and Pharmaceutics
,"['Majid Khan', 'Emmanuel O. Yeye', 'Mubo A. Sonibare', 'Idayat A. Akinwumi']",https://doi.org/10.1016/j.steroids.2020.108636 ,www.elsevier.com/locate/steroids,3,2020,Bioassay-guided isolation and identification of anti-ulcer ecdysteroids from the seeds of Sphenocentrum jollyanum Pierre (Menispermaceae),"['Steroids', 'Steroids', 'Steroids']",,,Medicinal Chemistry and Pharmaceutics
,"['Samir A Ross', 'Jones O. Moody', 'Micheal A. Odeniyi', 'Emmanuel E. Nyong', 'Radhakrishnan Srivedavyasasri', 'Temitayo O. Ajayi']",,www.elsevier.com/locate/steroids,7,2019,Two New Phytoecdysteroids From Sphenocentrum jollyanum Pierre Root,"['Steroids', 'Steroids', 'Steroids']",,,Medicinal Chemistry and Pharmaceutics
,"['Samir A Ross', 'Jones O. Moody', 'Micheal A. Odeniyi', 'Emmanuel E. Nyong', 'Radhakrishnan Srivedavyasasri', 'Temitayo O. Ajayi']",,www.elsevier.com/locate/steroids,7,2019,Two New Phytoecdysteroids From Sphenocentrum jollyanum Pierre Root,"['Steroids', 'Steroids', 'Steroids']",,,Medicinal Chemistry and Pharmaceutics
,"['Samir A Ross', 'Jones O. Moody', 'Micheal A. Odeniyi', 'Emmanuel E. Nyong', 'Radhakrishnan Srivedavyasasri', 'Temitayo O. Ajayi']",,https://doi.org/10.1016/j.steroids.2019.108456,7,2019,Two New Phytoecdysteroids From Sphenocentrum jollyanum Pierre Root,2019,,,Medicinal Chemistry and Pharmaceutics
,"['Samir A Ross', 'Jones O. Moody', 'Micheal A. Odeniyi', 'Emmanuel E. Nyong', 'Radhakrishnan Srivedavyasasri', 'Temitayo O. Ajayi']",,https://doi.org/10.1016/j.steroids.2019.108456,7,2019,Two New Phytoecdysteroids From Sphenocentrum jollyanum Pierre Root,"['2019', '2019']",,,Medicinal Chemistry and Pharmaceutics
,"['Samir A Ross', 'Jones O. Moody', 'Micheal A. Odeniyi', 'Emmanuel E. Nyong', 'Radhakrishnan Srivedavyasasri', 'Temitayo O. Ajayi']",,https://doi.org/10.1016/j.steroids.2019.108456,7,2019,Two New Phytoecdysteroids From Sphenocentrum jollyanum Pierre Root,"['2019', '2019']",,,Medicinal Chemistry and Pharmaceutics
,"['Samir A Ross', 'Jones O. Moody', 'Micheal A. Odeniyi', 'Emmanuel E. Nyong', 'Radhakrishnan Srivedavyasasri', 'Temitayo O. Ajayi']",,https://doi.org/10.1016/j.steroids.2019.108456,7,2019,Two New Phytoecdysteroids From Sphenocentrum jollyanum Pierre Root,"['Steroids', 'Steroids']",,,Medicinal Chemistry and Pharmaceutics
,"['Samir A Ross', 'Jones O. Moody', 'Micheal A. Odeniyi', 'Emmanuel E. Nyong', 'Radhakrishnan Srivedavyasasri', 'Temitayo O. Ajayi']",,https://doi.org/10.1016/j.steroids.2019.108456,7,2019,Two New Phytoecdysteroids From Sphenocentrum jollyanum Pierre Root,"['Steroids', 'Steroids']",,,Medicinal Chemistry and Pharmaceutics
,"['Luca Casettari', 'Lisbeth Illum', 'Abdelhameed A. El Shamy', 'Omaima A. Sammour', 'Giovanni F. Palmieri', 'Marco Cespi', 'Giulia Bonacucina', 'Mahmoud E. Soliman', 'Karim S. Shalaby']",10.1007/s11095-016-1939-8,https://link.springer.com/article/10.1007/s11095-016-1939-8,5,2016,Nanoparticles Based on Linear and Star-Shaped Poly(Ethylene Glycol)-Poly(ε-Caprolactone) Copolymers for the Delivery of Antitubulin Drug,"['Pharmaceutical Research', 'Pharmaceutical Research']",,,Medicinal Chemistry and Pharmaceutics
,"['Luca Casettari', 'Lisbeth Illum', 'Abdelhameed A. El Shamy', 'Omaima A. Sammour', 'Giovanni F. Palmieri', 'Marco Cespi', 'Giulia Bonacucina', 'Mahmoud E. Soliman', 'Karim S. Shalaby']",10.1007/s11095-016-1939-8,https://link.springer.com/article/10.1007/s11095-016-1939-8,5,2016,Nanoparticles Based on Linear and Star-Shaped Poly(Ethylene Glycol)-Poly(ε-Caprolactone) Copolymers for the Delivery of Antitubulin Drug,"['Pharmaceutical Research', 'Pharmaceutical Research']",,,Medicinal Chemistry and Pharmaceutics
,"['Abolfazl Akbarzadeh', 'Hassan Mellatyar', 'Leila Eskandari', 'Hadis Daraee', 'Nosratollah Zarghami', 'Loghman Afraidooni', 'Masoud Darabi', 'Ali Eatemadi']",10.3109/21691401.2015.1008510,,2,2015,"Comparison, synthesis and evaluation of anticancer drug-loaded polymeric nanoparticles on breast cancer cell lines","Artificial Cells, Nanomedicine, and Biotechnology",,,Medicinal Chemistry and Pharmaceutics
,"['M. Delwar Hussain', 'Youssef Naguib', 'Vipin Saxena']",10.1016/j.colsurfb.2012.02.001,https://www.sciencedirect.com/science/article/abs/pii/S092777651200077X,6,2012,Folate receptor targeted 17-allylamino-17-demethoxygeldanamycin (17-AAG) loaded polymeric nanoparticles for breast cancer,Colloids and Surfaces B: Biointerfaces,,,Medicinal Chemistry and Pharmaceutics
,"['Chrysafis Andreou', 'Andreas I. Constantinou', 'Nikolas Dietis', 'Katerina Strati', 'Andreas Anayiotos', 'Marianna Prokopi', 'Konstantinos Kapnisis', 'Vural Yilmaz', 'Gregoria Gregoriou', 'Yiota Gregoriou']",10.7150/ntno.51955,https://www.ntno.org/v05p0113.htm,,2021,Resveratrol loaded polymeric micelles for theranostic targeting of breast cancer cells,Nanotheranostics,,,Medicinal Chemistry and Pharmaceutics
,"['Elaine A. Leite', 'Guilherme Carneiro', 'Sara Pacelli de Sousa Marcial']",10.1007/s11051-017-4042-0,,10,2017,Lipid-based nanoparticles as drug delivery system for paclitaxel in breast cancer treatment,Journal of Nanoparticle Research,,,Medicinal Chemistry and Pharmaceutics
,"['Chong-Kook Kim', 'Soo-Jeong Lim', 'Mi-Kyung Lee']",10.1016/j.biomaterials.2007.01.014,,4,2007,"Preparation, characterization and in vitro cytotoxicity of paclitaxel-loaded sterically stabilized solid lipid nanoparticles",Biomaterials,,,Medicinal Chemistry and Pharmaceutics
,"['Imran Ahmad', 'Tommaso Sardone', 'Tong Xuan', 'Sydney Ugwu', 'Lan Ma', 'Gopal Anyarambhatla', 'J. Allen Zhang']",10.1016/j.ejpb.2004.06.009,,1,2005,Development and characterization of a novel Cremophor® EL free liposome-based paclitaxel (LEP-ETU) formulation,European Journal of Pharmaceutics and Biopharmaceutics,,,Medicinal Chemistry and Pharmaceutics
,"['Masaki Otagiri', 'Keishi Yamasaki', 'Victor Tuan Giam Chuang', 'Shuhei Imoto', 'Kazuaki Taguchi', 'Yuko Okamoto']",10.1016/j.jddst.2019.101381,,2,2020,Cell uptake and anti-tumor effect of liposomes containing encapsulated paclitaxel-bound albumin against breast cancer cells in 2D and 3D cultured models,Journal of Drug Delivery Science and Technology,,,Medicinal Chemistry and Pharmaceutics
,"['Guilherme Carneiro', 'Elaine Amaral Leite', 'André Luís Branco de Barros', 'Janaína de Alcântara Lemos', 'Helen Rodrigues Martins', 'Osmar Patricio Almeida', 'Irma Danielle Rodrigues Pedro']",10.1016/j.jddst.2019.101370,,12,2019,Optimization and in vitro/in vivo performance of paclitaxel-loaded nanostructured lipid carriers for breast cancer treatment,Journal of Drug Delivery Science and Technology,,,Medicinal Chemistry and Pharmaceutics
,"['M. N. V. Ravi Kumar', 'C.-M. Lehr', 'M. Schneider', 'S. C. Gupta', 'D. D. Ankola', 'V. Bhardwaj']",10.1007/s11095-009-9965-4,,9,2009,PLGA Nanoparticles Stabilized with Cationic Surfactant: Safety Studies and Application in Oral Delivery of Paclitaxel to Treat Chemical-Induced Breast Cancer in Rat,Pharmaceutical Research,,,Medicinal Chemistry and Pharmaceutics
,"['Jingyuan Chen', 'Guozhen Guo', 'Junye Liu', 'Hong Wu', 'Ling Bai', 'Cheng Jin']",10.4161/cbt.7.6.5912,,6,2008,"Paclitaxel-loaded poly(D,L-lactide-co-glycolide) nanoparticles for radiotherapy in hypoxic human tumor cells in vitro",Cancer Biology & Therapy,,,Medicinal Chemistry and Pharmaceutics
,"['Véronique Préat', 'Olivier Feron', 'Jacqueline Marchand-Brynaert', 'Christine Jérôme', 'Benoît Vroman', 'Nathalie Lecouturier', 'Fabienne Danhier']",10.1016/j.jconrel.2008.09.086,,1,2009,Paclitaxel-loaded PEGylated PLGA-based nanoparticles: In vitro and in vivo evaluation,Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['Rogério Gaspar', 'Sérgio Simões', 'Cristina Fonseca']",10.1016/s0168-3659(02)00212-2,,10,2002,"Paclitaxel-loaded PLGA nanoparticles: preparation, physicochemical characterization and in vitro anti-tumoral activity",Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['S.S Feng', 'L Mu']",10.1016/s0168-3659(02)00320-6,https://www.sciencedirect.com/science/article/pii/S0168365902003206?via%3Dihub,1,2003,A novel controlled release formulation for the anticancer drug paclitaxel (Taxol®): PLGA nanoparticles containing vitamin E TPGS,Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['Si-Shen Feng', 'Jie Pan', 'Yutao Liu']",10.1016/j.ijpharm.2010.05.008,https://www.sciencedirect.com/science/article/pii/S0378517310003510?via%3Dihub,8,2010,"Nanoparticles of lipid monolayer shell and biodegradable polymer core for controlled release of paclitaxel: Effects of surfactants on particles size, characteristics and in vitro performance",International Journal of Pharmaceutics,,,Medicinal Chemistry and Pharmaceutics
,"['Guofeng Huang', 'Si-shen Feng']",10.1016/s0168-3659(00)00364-3,https://www.sciencedirect.com/science/article/pii/S0168365900003643?via%3Dihub,3,2001,Effects of emulsifiers on the controlled release of paclitaxel (Taxol®) from nanospheres of biodegradable polymers,Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['Kang-Min Lee', 'Cheol-Sang Kim', 'Beom-Su Kim']",10.1007/s12272-001-1267-5,https://link.springer.com/article/10.1007%2Fs12272-001-1267-5,8,2008,"The intracellular uptake ability of chitosan-coated Poly (D,L-lactideco-glycolide) nanoparticles",Archives of Pharmacal Research,,,Medicinal Chemistry and Pharmaceutics
,"['Si-Shen Feng', 'Yuancai Dong']",10.1016/j.biomaterials.2005.03.021,https://www.sciencedirect.com/science/article/abs/pii/S0142961205002565?via%3Dihub,10,2005,"Poly(d,l-lactide-co-glycolide)/montmorillonite nanoparticles for oral delivery of anticancer drugs",Biomaterials,,,Medicinal Chemistry and Pharmaceutics
,"['Susobhan Das', 'R. S. R. Murthy', 'Prudhviraju Dantuluri', 'Kiran Chaudhari', 'Neha Shah']",10.1080/10611860903046628,https://www.tandfonline.com/doi/abs/10.1080/10611860903046628?journalCode=idrt20,6,2009,"Paclitaxel-loaded PLGA nanoparticles surface modified with transferrin and Pluronic®P85, anin vitrocell line andin vivobiodistribution studies on rat model",Journal of Drug Targeting,,,Medicinal Chemistry and Pharmaceutics
,"['Brahmeshwar Mishra', 'Ashu Mittal', 'Ramit Kapoor', 'Gunjan Vasant Bonde', 'Gufran Ajmal', 'Harsh Vardhan', 'Pooja Mittal']",10.1080/03639045.2018.1542706,https://www.tandfonline.com/doi/full/10.1080/03639045.2018.1542706?casa_token=iTv66x6Y46sAAAAA%3ALy1AVRgxSbqZ1PUSbmH6py0kXTzIPHhvxdfiUho-bX6AsEnKK9oND1_Gt0CkKXPbgYB5fNmr8jr2NQw,12,2018,"Formulation, optimization, hemocompatibility and pharmacokinetic evaluation of PLGA nanoparticles containing paclitaxel",Drug Development and Industrial Pharmacy,,,Medicinal Chemistry and Pharmaceutics
,"['In-San Kim', 'Rang-Woon Park', 'Jae Hyung Park', 'Seulki Lee', 'Heayun Nam', 'Kyeongsoon Park', 'Yoo-Shin Kim', 'Hyungkyu Park', 'Jong Ho Kim', 'Kwangmeyung Kim']",10.1016/j.jconrel.2010.04.004,,9,2010,"Tumor-homing multifunctional nanoparticles for cancer theragnosis: Simultaneous diagnosis, drug delivery, and therapeutic monitoring",Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['Ick Chan Kwon', 'In-San Kim', 'Rang-Woon Park', 'Seo Young Jeong', 'Hesson Chung', 'Kuiwon Choi', 'Kwangmeyung Kim', 'Jae Hyung Park', 'Sungwon Kim', 'Yoo-Shin Kim', 'Jong-Ho Kim']",10.1016/j.jconrel.2005.12.013,,3,2006,Hydrophobically modified glycol chitosan nanoparticles as carriers for paclitaxel,Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['Ick Chan Kwon', 'Jae Hyung Park', 'Kinam Park', 'Seo Young Jeong', 'Kwangmeyung Kim', 'Sang Cheon Lee', 'Yong Woo Cho', 'Chang-Moon Lee', 'Ah Young Kim', 'Dong Sik Min', 'Kyung Hyun Min', 'G. Saravanakumar']",10.1016/j.jconrel.2009.06.015,,12,2009,"Hydrotropic oligomer-conjugated glycol chitosan as a carrier of paclitaxel: Synthesis, characterization, and in vivo biodistribution",Journal of Controlled Release,,,Medicinal Chemistry and Pharmaceutics
,"['A. K. Dash', 'A. A. Nagvekar', 'W. J. Trickler']",10.1208/s12249-008-9063-7,,3,2008,A Novel Nanoparticle Formulation for Sustained Paclitaxel Delivery,AAPS PharmSciTech,,,Medicinal Chemistry and Pharmaceutics
